Datum;Zeit;Filiale;Kassennummer;Transaktionsnummer;Artikel;Menge;Aktion;Umsatz
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Bon Chef petits pois;1;0.00;1.70
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Heinz ketchup 700g;1;0.00;2.80
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;MBud mayonnaise;1;0.00;1.00
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;MBud moutarde;1;0.00;0.75
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;MBud cacahuètes;1;0.00;3.20
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Mini flûtes beurre;1;0.00;3.10
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Condy petits oignons;1;0.00;2.00
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Condy cornic./oignons;1;0.00;3.10
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;MClass Toast&Sandwic;1;0.00;2.30
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Agnesi conchiglioni;1;0.90;1.35
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Agnesi tagliatelle;1;0.70;1.05
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Valflora Crème Fraîche;1;0.65;1.95
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Avocat;1;0.00;2.20
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Avocat;1;0.00;2.20
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;MBud Poires;1;0.00;2.50
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Chou-fleur Romanesco;1.051;0.00;5.15
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;MBud Oignons;1;0.00;2.90
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Brocoli;0.865;0.00;4.15
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Chou-Fleur;1.015;0.00;3.35
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Poireaux verts;0.340;0.00;1.60
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Courgettes;0.583;0.00;2.80
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Citrons non traités;1;0.00;0.50
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Champignons blancs;1;0.00;2.20
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Tomates grappes;0.458;0.00;1.65
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Batavia verte;1;0.00;1.80
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Laitue pommée;1;0.00;1.55
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Cabas reutilisable;1;0.00;2.00
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Ciboulette;1;0.00;1.10
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Epinards;1;0.00;3.90
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Poivrons rouges;0.219;0.00;0.70
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Brie Champetre;0.159;0.00;4.60
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Fueuertuefel;0.159;0.00;3.65
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Oeufs CH 10x53g+;1;0.00;4.95
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Valflora Demi-crème;1;0.00;1.35
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Valflora Demi-crème;1;0.00;1.35
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Fromage fondu Gruyère;1;0.00;2.50
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;MClass Mozz. râpe;1;0.00;2.80
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;MClass Mozz. râpe;1;0.00;2.80
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Raccard Nature Maxi;0.786;3.55;14.15
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;MBud Tranche de poulet;0.562;0.00;7.75
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Tortilla chips ranch;1;0.76;3.04
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;MBud Baguette     300g;1;0.00;0.80
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Agnesi spaghetti N. 2;1;0.84;1.26
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Agnesi lagsagne;1;1.36;2.04
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Agnesi fusilli 500g;1;0.84;1.26
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Agnesi cravattine;1;0.84;1.26
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Passata di pomodoro;1;0.00;2.10
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Saucisse grise;0.258;0.00;3.10
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Boudin;0.294;0.60;2.35
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;MBud Jambon;1;0.00;3.90
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;MBud Jambon;1;0.00;3.90
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Tarte flambée Duo;1;0.00;7.50
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Red Bull the white edi;1;0.00;1.70
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;P'tit Louis 12p;1;0.00;4.95
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Ricotta Galbani;1;0.00;2.65
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;MClass Cottage Cheese;1;0.00;1.40
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;MBud fil. saumon 250g;1;0.00;4.80
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;MBud fil. saumon 250g;1;0.00;4.80
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;MBud épinards crème;1;0.00;1.90
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Guacamole mix;1;0.28;1.12
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;MBud épinards crème;1;0.00;1.90
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;MBud MSC bâton.poisson;1;0.00;1.70
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;MBud Asia légumes;1;0.00;3.20
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Electrolux E200S;1;0.00;9.80
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;Arrondi en v. faveur;1;0.00;-0.04
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;CUM10x Pts Couches Mil;1;0;0
30.01.2021;13:21:18;MMM Marin-Centre;436;3264;CUM20x Pts Poires;1;0;0
27.01.2021;17:45:20;M Portes-Rouges;002;172;Milette Naturals Maxi;1;0.00;11.85
27.01.2021;17:45:20;M Portes-Rouges;002;172;MBud Jus d'orange;1;0.00;1.95
27.01.2021;17:45:20;M Portes-Rouges;002;172;Sac poubelle taxé 35L;1;0.00;20.00
25.01.2021;10:18:33;MM Hôpital;256;22;Alnatura bouillie;1;0.00;5.95
25.01.2021;10:18:33;MM Hôpital;256;22;MClass strawberry;1;0.00;2.75
23.01.2021;15:30:47;M Cadolles;1;7692;Cabas reutilisable;1;0.00;2.00
23.01.2021;15:30:47;M Cadolles;1;7692;Beurre cuisine 4x250g;1;0.00;11.60
23.01.2021;15:30:47;M Cadolles;1;7692;Beurre cuisine 4x250g;1;0.00;11.60
23.01.2021;15:30:47;M Cadolles;1;7692;Maxi fromage râpé;1;0.00;3.65
23.01.2021;15:30:47;M Cadolles;1;7692;Maxi fromage râpé;1;0.00;3.65
23.01.2021;15:30:47;M Cadolles;1;7692;Pomm.de t.farineuse;1;0.00;3.05
23.01.2021;15:30:47;M Cadolles;1;7692;Batavia verte;1;0.00;1.80
23.01.2021;15:30:47;M Cadolles;1;7692;Valflora Demi-crème;1;0.00;1.35
23.01.2021;15:30:47;M Cadolles;1;7692;Red Bull 250ml;1;0.00;1.70
23.01.2021;15:30:47;M Cadolles;1;7692;Maxi fromage râpé;1;0.00;3.65
23.01.2021;15:30:47;M Cadolles;1;7692;Maxi fromage râpé;1;0.00;3.65
23.01.2021;15:30:47;M Cadolles;1;7692;Aubergines;0.275;0.00;1.90
23.01.2021;15:30:47;M Cadolles;1;7692;Red Bull 250ml;1;0.00;1.70
23.01.2021;15:30:47;M Cadolles;1;7692;MClass galettes riz;1;0.00;1.65
23.01.2021;15:30:47;M Cadolles;1;7692;M-Budget Bananes;1.071;0.00;1.50
23.01.2021;15:30:47;M Cadolles;1;7692;Oignons frais blancs;1;0.00;1.40
23.01.2021;15:30:47;M Cadolles;1;7692;Sirop fraise 75cl;1;0.00;3.45
23.01.2021;15:30:47;M Cadolles;1;7692;Courgettes;0.542;0.00;2.60
23.01.2021;15:30:47;M Cadolles;1;7692;Poire Bosc;0.959;0.60;2.35
23.01.2021;15:30:47;M Cadolles;1;7692;MBud Pommes;1;0.00;3.95
23.01.2021;15:30:47;M Cadolles;1;7692;Carottes;1;0.00;1.65
23.01.2021;15:30:47;M Cadolles;1;7692;Fenouil;0.685;0.00;1.85
23.01.2021;15:30:47;M Cadolles;1;7692;Asco a'petito gibier;1;0.00;1.95
23.01.2021;15:30:47;M Cadolles;1;7692;Poireau coupe;0.357;0.30;1.25
23.01.2021;15:30:47;M Cadolles;1;7692;Chou-Fleur;0.712;0.00;2.35
23.01.2021;15:30:47;M Cadolles;1;7692;Chou chinois;0.659;0.00;1.45
23.01.2021;15:30:47;M Cadolles;1;7692;Brocoli;0.426;0.00;1.15
23.01.2021;15:30:47;M Cadolles;1;7692;Merveilles;1;0.00;2.90
23.01.2021;15:30:47;M Cadolles;1;7692;Coupon Bonus 2x;1;0;0
16.01.2021;12:20:16;MM Hôpital;255;45;Nestlé Beba Optopro 2;1;0.00;25.00
16.01.2021;12:20:16;MM Hôpital;255;45;Milette Naturals Maxi;1;0.00;11.85
16.01.2021;12:20:16;MM Hôpital;255;45;Galactina Plasmon;1;0.00;3.90
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;Oranges blondes;1;0.75;1.00
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;Oranges blondes;1;0.75;1.00
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;XL toast american;1;0.00;1.90
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;Oignons;1;0.00;2.00
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;Poires Conférence;0.645;0.00;2.00
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;Pommes Gala;1.500;0.00;4.95
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;Chou-fleur Romanesco;1.000;0.00;4.90
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;Patates douces;0.795;0.00;1.75
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;Poireaux verts;0.274;0.00;1.15
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;Brocoli;0.659;0.00;1.45
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;Chou-Fleur;0.545;0.00;1.50
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;M-Drink UHT Brik 12x1l;1;0.00;11.50
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;Lattesso Espresso;1;0.00;2.35
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;Starbucks Vanilla;1;0.00;2.25
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;Oeufs CH 10x53g+;1;0.00;4.95
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;Fromage fondu Gruyère;1;0.00;2.50
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;Feuille chêne verte;1;0.00;1.80
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;Laitue pommée;1;0.00;1.55
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;Tomates morce. 6x280g;1;0.00;4.80
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;MBud Jambon;1;0.00;3.90
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;MClass copeaux de bois;1;0.00;3.60
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;MClass aliment lapins;1;0.00;3.35
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;Foin 1kg;1;0.00;2.20
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;HM Sel régénération;1;0.00;1.30
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;HM Sel régénération;1;0.00;1.30
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;Migros Plus rincage ec;1;0.00;3.20
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;MClass all in 1 Tabs;1;0.00;4.50
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;MClass all in 1 Tabs;1;0.00;4.50
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;Micasa Turner 50x70cm;1;0.00;22.80
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;HF 2.45 au lieu 4.90;1;0.00;2.45
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;MBud vitamine C;1;0.00;0.95
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;MBud vitamine C;1;0.00;0.95
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;MBud multi-vitamin;1;0.00;0.95
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;MBud multi-vitamin;1;0.00;0.95
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;Red Bull the white edi;1;0.00;1.70
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;Alnatura bouillie;1;0.00;5.95
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;Milette Naturals Maxi;1;0.00;11.85
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;Milette Maxi;1;0.00;7.70
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;Milette protege;1;0.00;2.95
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;CUMULUS BON 10.-;0;0;-10.00
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;CUMULUS BON 5.-;0;0;-5.00
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;CUMULUS BON 5.-;0;0;-5.00
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;CUMULUS BON 5.-;0;0;-5.00
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;CUMULUS BON 5.-;0;0;-5.00
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;CUMULUS BON 5.-;0;0;-5.00
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;CUMULUS BON 5.-;0;0;-5.00
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;CUMULUS BON 5.-;0;0;-5.00
05.01.2021;12:50:27;MMM Marin-Centre;437;5227;CUM20x Pts Pains toast;1;0;0
