Datum;Zeit;Filiale;Kassennummer;Transaktionsnummer;Artikel;Menge;Aktion;Umsatz
31.12.2021;11:31:23;M Les Cadolles;253;31;Milette junior 5;1;0.00;7.70
31.12.2021;11:31:23;M Les Cadolles;253;31;Max os à mâcher 2pce;3;0.00;11.40
31.12.2021;11:31:23;M Les Cadolles;253;31;Red Bull blue edition;2;0.00;3.40
31.12.2021;11:31:23;M Les Cadolles;253;31;Red Bull tropical edit;2;0.00;3.40
31.12.2021;11:31:23;M Les Cadolles;253;31;MClass rav. Nap. 1.2kg;1;0.00;3.85
31.12.2021;11:31:23;M Les Cadolles;253;31;MClass rav. Nap. 870g;1;0.00;2.95
31.12.2021;11:31:23;M Les Cadolles;253;31;Epinards crème 800g;2;0.00;6.40
31.12.2021;11:31:23;M Les Cadolles;253;31;MBud espresso grains;1;0.00;4.50
31.12.2021;11:31:23;M Les Cadolles;253;31;MClass aliment lapins;1;0.00;3.35
29.12.2021;16:05:34;M Les Cadolles;001;402;Sarasay pêche 75cl;1;0.00;1.85
29.12.2021;16:05:34;M Les Cadolles;001;402;Alnatura Chips mais;1;0.00;1.90
29.12.2021;16:05:34;M Les Cadolles;001;402;Red Bull blue edition;1;0.00;1.70
29.12.2021;16:05:34;M Les Cadolles;001;402;Crème sandwich;1;0.00;3.10
29.12.2021;16:05:34;M Les Cadolles;001;402;MSC pâté au thon 200g;1;0.00;4.20
29.12.2021;16:05:34;M Les Cadolles;001;402;MBud saumon fumé atl.;1;0.00;4.95
29.12.2021;16:05:34;M Les Cadolles;001;402;MBud Jambon;1;0.00;3.65
29.12.2021;16:05:34;M Les Cadolles;001;402;Grana Padano;0.249;-0.87;4.60
29.12.2021;16:05:34;M Les Cadolles;001;402;MBud Gouda Holland;0.411;0.00;2.65
29.12.2021;16:05:34;M Les Cadolles;001;402;Emmental surchoix;0.254;0.00;4.95
29.12.2021;16:05:34;M Les Cadolles;001;402;Le Gruyère doux;0.229;-0.80;3.20
29.12.2021;16:05:34;M Les Cadolles;001;402;Saucisse séchée;1;0.00;7.90
29.12.2021;16:05:34;M Les Cadolles;001;402;Cherrytomates grappes;1;-0.45;1.75
29.12.2021;16:05:34;M Les Cadolles;001;402;Concombre;1;0.00;0.95
29.12.2021;16:05:34;M Les Cadolles;001;402;MClass galettes riz;1;0.00;0.80
29.12.2021;16:05:34;M Les Cadolles;001;402;Red Bull blue edition;1;0.00;1.70
29.12.2021;16:05:34;M Les Cadolles;001;402;Canapés rond saumon;1;0.00;2.50
29.12.2021;16:05:34;M Les Cadolles;001;402;Menthe;1;0.00;2.00
29.12.2021;16:05:34;M Les Cadolles;001;402;Cabas;1;0.00;0.30
29.12.2021;16:05:34;M Les Cadolles;001;402;MClass Séré demi-gras;1;0.00;1.45
29.12.2021;16:05:34;M Les Cadolles;001;402;Menthe;1;0.00;2.00
23.12.2021;10:57:51;M Les Cadolles;002;11;Cabas reutilisable;1;0.00;2.00
23.12.2021;10:57:51;M Les Cadolles;002;11;Batavia verte;1;0.00;1.80
23.12.2021;10:57:51;M Les Cadolles;002;11;Canapés Nature;1;0.00;2.80
23.12.2021;10:57:51;M Les Cadolles;002;11;Canapés rond figues;1;0.00;2.50
23.12.2021;10:57:51;M Les Cadolles;002;11;Filet de canard;0.317;0.00;11.10
23.12.2021;10:57:51;M Les Cadolles;002;11;Clementines;1;0.00;3.95
23.12.2021;10:57:51;M Les Cadolles;002;11;MBud Baguette     300g;1;0.00;0.70
23.12.2021;10:57:51;M Les Cadolles;002;11;Sélec fleur de sel 80g;1;0.00;6.90
23.12.2021;10:57:51;M Les Cadolles;002;11;Salade Iceberg;1;0.00;1.20
23.12.2021;10:57:51;M Les Cadolles;002;11;MBud saumon fumé atl.;1;0.00;4.95
23.12.2021;10:57:51;M Les Cadolles;002;11;MClass ASC Crevettes;4;0.00;14.00
23.12.2021;10:57:51;M Les Cadolles;002;11;Extra Avocat;1;-0.60;2.35
23.12.2021;10:57:51;M Les Cadolles;002;11;Foie gras Muscat;1;-2.70;10.80
23.12.2021;10:57:51;M Les Cadolles;002;11;Extra Avocat;1;-0.60;2.35
23.12.2021;10:57:51;M Les Cadolles;002;11;Red Bull blue edition;1;0.00;1.70
23.12.2021;10:57:51;M Les Cadolles;002;11;MClass Séré demi-gras;1;0.00;1.45
23.12.2021;10:57:51;M Les Cadolles;002;11;Foie gras;1;-5.20;20.80
23.12.2021;10:57:51;M Les Cadolles;002;11;Feuille chêne rouge;1;0.00;1.75
23.12.2021;10:57:51;M Les Cadolles;002;11;Brocoli;0.333;0.00;0.95
22.12.2021;18:27:19;MMM Marin Centre;437;233;Red Bull the white edi;1;0.00;1.70
22.12.2021;18:27:19;MMM Marin Centre;437;233;Red Bull blue edition;1;0.00;1.70
22.12.2021;18:27:19;MMM Marin Centre;437;233;Sauce soja 1l;1;0.00;9.30
22.12.2021;18:27:19;MMM Marin Centre;437;233;Max os à mâcher 2pce;2;0.00;7.60
22.12.2021;18:27:19;MMM Marin Centre;437;233;Hakle prop.naturelle30;1;0.00;16.95
22.12.2021;18:27:19;MMM Marin Centre;437;233;MBud Détartrant 1.5l;1;0.00;4.95
22.12.2021;18:27:19;MMM Marin Centre;437;233;Bio graines de lin;1;0.00;2.95
22.12.2021;18:27:19;MMM Marin Centre;437;233;MBud Classic Tabs;1;0.00;6.00
22.12.2021;18:27:19;MMM Marin Centre;437;233;Milette large 6;1;0.00;7.20
22.12.2021;18:27:19;MMM Marin Centre;437;233;Coupon Bonus 5x;1;0;0
22.12.2021;18:27:19;MMM Marin Centre;437;233;CUM10x Pts Couches Milette;1;0;0
03.12.2021;18:11:13;MMM Marin Centre;439;105;Bananes;1.043;0.00;2.40
03.12.2021;18:11:13;MMM Marin Centre;439;105;Mangue;1;0.00;1.75
03.12.2021;18:11:13;MMM Marin Centre;439;105;Courges Butternut;1.271;0.00;4.45
03.12.2021;18:11:13;MMM Marin Centre;439;105;Batavia verte;1;0.00;2.10
03.12.2021;18:11:13;MMM Marin Centre;439;105;Feuille chêne rouge;1;0.00;1.75
03.12.2021;18:11:13;MMM Marin Centre;439;105;Concombre;1;0.00;0.95
03.12.2021;18:11:13;MMM Marin Centre;439;105;MBud Endives;1;0.00;3.60
03.12.2021;18:11:13;MMM Marin Centre;439;105;Carottes;1;0.00;2.10
03.12.2021;18:11:13;MMM Marin Centre;439;105;Aubergines;0.346;0.00;0.90
03.12.2021;18:11:13;MMM Marin Centre;439;105;Fenouil;0.569;0.00;1.65
03.12.2021;18:11:13;MMM Marin Centre;439;105;Chou-fleur Romanesco;0.679;0.00;2.85
03.12.2021;18:11:13;MMM Marin Centre;439;105;Valflora M-Drink;1;0.00;8.10
03.12.2021;18:11:13;MMM Marin Centre;439;105;MClass Yogourt fruits;1;0.00;2.20
03.12.2021;18:11:13;MMM Marin Centre;439;105;Surchoix de Chèvre;0.172;0.00;5.60
03.12.2021;18:11:13;MMM Marin Centre;439;105;ASC crevet. crues dec.;0.592;0.00;29.00
03.12.2021;18:11:13;MMM Marin Centre;439;105;MSC Noix St-Jacques;0.608;0.00;52.90
03.12.2021;18:11:13;MMM Marin Centre;439;105;Filet de thon albacore;0.760;0.00;49.00
03.12.2021;18:11:13;MMM Marin Centre;439;105;ASC suprême saumon;0.816;0.00;48.15
03.12.2021;18:11:13;MMM Marin Centre;439;105;MSC Supreme cabillaud;0.508;2.56;14.20
03.12.2021;18:11:13;MMM Marin Centre;439;105;Ciboulette;1;0.00;0.95
03.12.2021;18:11:13;MMM Marin Centre;439;105;Pâte st.nicolas;1;9.95;9.95
03.12.2021;18:11:13;MMM Marin Centre;439;105;Salsa dip medium;1;0.00;1.65
03.12.2021;18:11:13;MMM Marin Centre;439;105;Tortilla chips fajita;2;0.00;7.60
03.12.2021;18:11:13;MMM Marin Centre;439;105;MBud Tranche de poulet;0.712;0.00;9.75
03.12.2021;18:11:13;MMM Marin Centre;439;105;MClass Rumpsteak;0.321;0.00;15.90
03.12.2021;18:11:13;MMM Marin Centre;439;105;Escalope chevr;0.178;0.00;7.90
03.12.2021;18:11:13;MMM Marin Centre;439;105;Escalope chevr;0.222;0.00;9.90
03.12.2021;18:11:13;MMM Marin Centre;439;105;Steak autruche;0.147;0.00;6.30
03.12.2021;18:11:13;MMM Marin Centre;439;105;Steak autruche;0.164;0.00;7.05
03.12.2021;18:11:13;MMM Marin Centre;439;105;Escalope chevr;0.196;0.00;8.70
03.12.2021;18:11:13;MMM Marin Centre;439;105;Escalope de porc;0.253;0.00;7.45
03.12.2021;18:11:13;MMM Marin Centre;439;105;Escalope de porc;0.212;0.00;5.30
03.12.2021;18:11:13;MMM Marin Centre;439;105;MClass Rumpsteak;0.354;0.00;17.50
03.12.2021;18:11:13;MMM Marin Centre;439;105;Rumpsteak cheval;0.131;0.00;5.55
03.12.2021;18:11:13;MMM Marin Centre;439;105;Escalope de porc;0.254;0.00;7.50
03.12.2021;18:11:13;MMM Marin Centre;439;105;Rumpsteak cheval;0.164;0.00;6.95
03.12.2021;18:11:13;MMM Marin Centre;439;105;Rumpsteak cheval;0.153;0.00;6.50
03.12.2021;18:11:13;MMM Marin Centre;439;105;Steak autruche;0.136;0.00;5.85
03.12.2021;18:11:13;MMM Marin Centre;439;105;Rumpsteak cheval;0.178;0.00;7.55
03.12.2021;18:11:13;MMM Marin Centre;439;105;MBud  Pommes Frites;1;0.00;7.80
03.12.2021;18:11:13;MMM Marin Centre;439;105;Sirop fraise 75cl;1;0.00;3.45
03.12.2021;18:11:13;MMM Marin Centre;439;105;MClass hui col.HOLL;1;0.00;13.15
03.12.2021;18:11:13;MMM Marin Centre;439;105;Heinz ketchup 800ml;1;0.00;4.25
03.12.2021;18:11:13;MMM Marin Centre;439;105;Red Bull blue edition;1;0.00;1.70
03.12.2021;18:11:13;MMM Marin Centre;439;105;Red Bull the white edi;2;0.00;3.40
03.12.2021;18:11:13;MMM Marin Centre;439;105;Red Bull red edition;1;0.00;1.70
03.12.2021;18:11:13;MMM Marin Centre;439;105;Mayonnaise française;2;0.00;5.60
03.12.2021;18:11:13;MMM Marin Centre;439;105;MBud Sere a la creme;6;0.00;8.40
03.12.2021;18:11:13;MMM Marin Centre;439;105;Bon Chef bouil. légume;1;0.00;9.95
03.12.2021;18:11:13;MMM Marin Centre;439;105;Mu Err séchées;2;0.00;3.20
03.12.2021;18:11:13;MMM Marin Centre;439;105;SIMPLISSIME EDITION;1;0.00;33.90
03.12.2021;18:11:13;MMM Marin Centre;439;105;NUIT DE NOEL -LA-;1;0.00;15.90
03.12.2021;18:11:13;MMM Marin Centre;439;105;Energizer Max AA 15+5;1;0.00;19.95
03.12.2021;18:11:13;MMM Marin Centre;439;105;Coupon Bonus 2x;1;0;0
27.11.2021;15:48:21;M Portes-Rouges;255;65;Tripple Chocolate Teig;1;0.00;3.90
27.11.2021;15:48:21;M Portes-Rouges;255;65;Ice Tea citron 50cl;1;0.00;0.90
27.11.2021;15:48:21;M Portes-Rouges;255;65;Carottes;1;0.00;1.90
27.11.2021;15:48:21;M Portes-Rouges;255;65;Celeri-pomme;0.732;0.00;2.05
27.11.2021;15:48:21;M Portes-Rouges;255;65;Ananas;1;0.55;2.00
27.11.2021;15:48:21;M Portes-Rouges;255;65;Bio Pousses Mungo;1;0.00;2.20
27.11.2021;15:48:21;M Portes-Rouges;255;65;Patates douces;0.703;0.00;4.85
27.11.2021;15:48:21;M Portes-Rouges;255;65;Ail;1;0.00;0.70
27.11.2021;15:48:21;M Portes-Rouges;255;65;Oignons;0.275;0.00;0.55
27.11.2021;15:48:21;M Portes-Rouges;255;65;Feuille chêne rouge;1;0.00;1.75
27.11.2021;15:48:21;M Portes-Rouges;255;65;Laitue pommée;1;0.00;1.60
27.11.2021;15:48:21;M Portes-Rouges;255;65;MClass Yogourt fruits;1;0.00;2.20
27.11.2021;15:48:21;M Portes-Rouges;255;65;Valflora demi-crème;1;0.00;1.30
27.11.2021;15:48:21;M Portes-Rouges;255;65;Oeufs plein air 6x53g+;1;0.00;2.95
27.11.2021;15:48:21;M Portes-Rouges;255;65;Val d'Arve Reblochon;1;0.00;2.95
27.11.2021;15:48:21;M Portes-Rouges;255;65;MBud Lardons fumés;1;0.00;2.50
27.11.2021;15:48:21;M Portes-Rouges;255;65;Garofalo orecchiette;1;0.00;2.70
27.11.2021;15:48:21;M Portes-Rouges;255;65;Bio berry mix;1;0.00;4.50
27.11.2021;15:48:21;M Portes-Rouges;255;65;Sun Queen noix pécan;1;0.00;3.35
27.11.2021;15:48:21;M Portes-Rouges;255;65;MClass lentilles;1;0.00;2.20
27.11.2021;15:48:21;M Portes-Rouges;255;65;Milaneza bagos;2;0.00;1.90
27.11.2021;15:48:21;M Portes-Rouges;255;65;Saitaku sushi riz;1;0.00;3.40
27.11.2021;15:48:21;M Portes-Rouges;255;65;Tomates morceaux 400g;1;0.00;1.00
27.11.2021;15:48:21;M Portes-Rouges;255;65;MClass concentré tomat;1;0.00;0.75
27.11.2021;15:48:21;M Portes-Rouges;255;65;Alnatura huile sésame;1;0.00;5.20
27.11.2021;15:48:21;M Portes-Rouges;255;65;Poulet epice en sachet;1.181;5.73;6.55
27.11.2021;15:48:21;M Portes-Rouges;255;65;Saumon fume familial;1;0.00;9.90
27.11.2021;15:48:21;M Portes-Rouges;255;65;Poivre au citron;1;0.00;1.60
27.11.2021;15:48:21;M Portes-Rouges;255;65;Xenia Feta 200g;1;0.00;3.65
27.11.2021;15:48:21;M Portes-Rouges;255;65;Feuille chêne verte;1;0.00;1.75
27.11.2021;15:48:21;M Portes-Rouges;255;65;MClass Toast&Sandwich;1;0.00;2.30
27.11.2021;15:48:21;M Portes-Rouges;255;65;Bull's eye original;1;0.00;4.20
27.11.2021;15:48:21;M Portes-Rouges;255;65;MClass sésame décorti.;1;0.00;1.75
27.11.2021;15:48:21;M Portes-Rouges;255;65;Max os à mâcher 2pce;3;0.00;11.40
27.11.2021;15:48:21;M Portes-Rouges;255;65;Milette large 6;1;0.00;7.20
24.11.2021;17:02:06;MM Hôpital;004;316;Elmex Sensitive dent.;3;0.00;11.70
24.11.2021;17:02:06;MM Hôpital;004;316;Energizer Max AA 12 St;1;0.00;17.90
24.11.2021;17:02:06;MM Hôpital;004;316;Valflora M-Drink;1;0.00;8.10
24.11.2021;17:02:06;MM Hôpital;004;316;Sac poubelle taxé 35L;1;0.00;20.00
24.11.2021;17:02:06;MM Hôpital;004;316;Coupon Bonus 2x;1;0;0
20.11.2021;11:49:35;MMM Marin Centre;440;79;MClass Pâte à gâteau;2;0.00;2.60
20.11.2021;11:49:35;MMM Marin Centre;440;79;Petit pain tessinois;1;0.00;1.20
20.11.2021;11:49:35;MMM Marin Centre;440;79;Pâte à enrober;1;0.00;4.20
20.11.2021;11:49:35;MMM Marin Centre;440;79;Poires Bosc;0.846;0.59;2.20
20.11.2021;11:49:35;MMM Marin Centre;440;79;Pommes raisin;0.616;0.00;3.05
20.11.2021;11:49:35;MMM Marin Centre;440;79;Citrons non traités;1;0.00;0.45
20.11.2021;11:49:35;MMM Marin Centre;440;79;Oignons rouges;1;0.00;1.00
20.11.2021;11:49:35;MMM Marin Centre;440;79;Champignons blancs;1;0.00;2.20
20.11.2021;11:49:35;MMM Marin Centre;440;79;Poireaux verts;0.430;0.00;1.85
20.11.2021;11:49:35;MMM Marin Centre;440;79;MBud Endives;1;0.00;3.60
20.11.2021;11:49:35;MMM Marin Centre;440;79;Concombre;1;0.00;1.00
20.11.2021;11:49:35;MMM Marin Centre;440;79;Feuille chêne verte;1;0.00;1.75
20.11.2021;11:49:35;MMM Marin Centre;440;79;Duo de salade;1;0.00;3.50
20.11.2021;11:49:35;MMM Marin Centre;440;79;MClass Yogourt fruits;1;0.00;2.20
20.11.2021;11:49:35;MMM Marin Centre;440;79;Oeufs plein air 6x53g+;1;0.00;2.95
20.11.2021;11:49:35;MMM Marin Centre;440;79;MBud Beurre;2;0.00;5.60
20.11.2021;11:49:35;MMM Marin Centre;440;79;MClass Fromage salade;1;0.00;2.00
20.11.2021;11:49:35;MMM Marin Centre;440;79;Gruyere salé;0.242;0.00;4.60
20.11.2021;11:49:35;MMM Marin Centre;440;79;Escalope de poulet;0.423;0.00;13.95
20.11.2021;11:49:35;MMM Marin Centre;440;79;MBud Lardons fumés;1;0.00;2.50
20.11.2021;11:49:35;MMM Marin Centre;440;79;Agnesi penne rigate 2x;1;1.70;2.50
20.11.2021;11:49:35;MMM Marin Centre;440;79;Agnesi spaghetti 3x;1;2.70;3.60
20.11.2021;11:49:35;MMM Marin Centre;440;79;MBud olives vertes;1;0.00;0.60
20.11.2021;11:49:35;MMM Marin Centre;440;79;MClass couscous 1kg;1;0.00;3.60
20.11.2021;11:49:35;MMM Marin Centre;440;79;Bio aha! MH quinoa tri;1;0.00;4.95
20.11.2021;11:49:35;MMM Marin Centre;440;79;Agnesi arrabbiata;1;0.00;2.80
20.11.2021;11:49:35;MMM Marin Centre;440;79;Agnesi basilico;1;0.00;2.80
20.11.2021;11:49:35;MMM Marin Centre;440;79;Passata di pomodoro;1;0.00;2.10
20.11.2021;11:49:35;MMM Marin Centre;440;79;Sucre morceaux;1;0.00;1.50
20.11.2021;11:49:35;MMM Marin Centre;440;79;MBud farine ménagère;1;0.00;0.90
20.11.2021;11:49:35;MMM Marin Centre;440;79;Max os à mâcher 2pce;4;0.00;15.20
20.11.2021;11:49:35;MMM Marin Centre;440;79;MClass aliment lapins;1;0.00;3.35
20.11.2021;11:49:35;MMM Marin Centre;440;79;MClass copeaux de bois;1;0.00;3.60
20.11.2021;11:49:35;MMM Marin Centre;440;79;MBud épinards crème;1;0.00;1.65
20.11.2021;11:49:35;MMM Marin Centre;440;79;Petits pois et carotte;1;0.00;2.35
20.11.2021;11:49:35;MMM Marin Centre;440;79;Petit Beurre;1;0.00;1.45
20.11.2021;11:49:35;MMM Marin Centre;440;79;Bio aha! galettes riz;1;0.00;0.95
20.11.2021;11:49:35;MMM Marin Centre;440;79;Aproz thé blanc pêche;1;0.00;1.15
20.11.2021;11:49:35;MMM Marin Centre;440;79;MClass panure blonde;1;0.00;1.25
20.11.2021;11:49:35;MMM Marin Centre;440;79;Manella Citron Trio;1;0.00;7.40
20.11.2021;11:49:35;MMM Marin Centre;440;79;Milette large 6;1;0.00;7.20
20.11.2021;11:49:35;MMM Marin Centre;440;79;Milette protege;1;0.00;2.95
20.11.2021;11:49:35;MMM Marin Centre;440;79;CUM +3xPts.Tout Ass.;1;0;0
19.11.2021;12:09:29;MM Hôpital;002;88;Valflora M-Drink;1;0.00;8.10
19.11.2021;12:09:29;MM Hôpital;002;88;Poireaux verts;0.256;0.00;1.10
19.11.2021;12:09:29;MM Hôpital;002;88;Condy MH epis de maïs;1;0.00;2.60
19.11.2021;12:09:29;MM Hôpital;002;88;Condy cornichons extra;1;0.00;3.00
19.11.2021;12:09:29;MM Hôpital;002;88;Condy champignons herb;1;0.00;2.90
19.11.2021;12:09:29;MM Hôpital;002;88;Condy chanterelles;1;0.00;4.50
19.11.2021;12:09:29;MM Hôpital;002;88;Heinz ketchup 800ml;1;0.00;4.25
19.11.2021;12:09:29;MM Hôpital;002;88;Cumin grainées 33g;1;0.00;2.55
19.11.2021;12:09:29;MM Hôpital;002;88;Quatre poivres;1;0.00;3.40
19.11.2021;12:09:29;MM Hôpital;002;88;Condy petits oignons;1;0.00;2.00
19.11.2021;12:09:29;MM Hôpital;002;88;Bio Pdt.raclette;3;0.00;7.80
19.11.2021;12:09:29;MM Hôpital;002;88;Raccard Nature Maxi;0.360;0.00;8.10
19.11.2021;12:09:29;MM Hôpital;002;88;MBud Jambon;2;0.00;7.30
13.11.2021;15:20:00;M Portes-Rouges;256;110;Cabas;1;0.00;0.30
13.11.2021;15:20:00;M Portes-Rouges;256;110;MClass jus raisin roug;1;0.00;1.75
13.11.2021;15:20:00;M Portes-Rouges;256;110;MClass MH jus ananas;1;0.00;1.95
13.11.2021;15:20:00;M Portes-Rouges;256;110;I am Shower coco&vanil;1;0.00;2.30
13.11.2021;15:20:00;M Portes-Rouges;256;110;Sirop fraise 75cl;1;0.00;3.45
13.11.2021;15:20:00;M Portes-Rouges;256;110;Tarte flambée;1;0.00;3.20
13.11.2021;15:20:00;M Portes-Rouges;256;110;Lattesso Espresso;1;0.00;2.35
13.11.2021;15:20:00;M Portes-Rouges;256;110;Boule de Berlin choco;1;0.00;1.60
13.11.2021;15:20:00;M Portes-Rouges;256;110;Bonhomme en pâte sucre;1;0.00;1.90
13.11.2021;15:20:00;M Portes-Rouges;256;110;Red Bull 250ml;1;0.00;1.50
12.11.2021;17:48:31;M Portes-Rouges;255;48;Cabas reutilisable;1;0.00;2.00
12.11.2021;17:48:31;M Portes-Rouges;255;48;M-Budget Bananes;1.179;0.00;1.65
12.11.2021;17:48:31;M Portes-Rouges;255;48;Laitue pommée;1;0.00;1.60
12.11.2021;17:48:31;M Portes-Rouges;255;48;Feuille chêne verte;1;0.00;1.80
12.11.2021;17:48:31;M Portes-Rouges;255;48;Carottes;1;0.00;1.90
12.11.2021;17:48:31;M Portes-Rouges;255;48;Fenouil;0.795;0.00;3.10
12.11.2021;17:48:31;M Portes-Rouges;255;48;MBud Beurre;3;0.00;8.40
12.11.2021;17:48:31;M Portes-Rouges;255;48;Maxi fromage râpé;3;0.00;10.65
12.11.2021;17:48:31;M Portes-Rouges;255;48;Valflora M-Drink;1;0.00;8.10
12.11.2021;17:48:31;M Portes-Rouges;255;48;Cornatur Charcuterie;1;0.00;2.85
12.11.2021;17:48:31;M Portes-Rouges;255;48;Hakle prop.classique30;1;11.35;16.95
12.11.2021;17:48:31;M Portes-Rouges;255;48;Twist Magic 12er;1;0.00;8.90
12.11.2021;17:48:31;M Portes-Rouges;255;48;Nivea Men Deo Pr&Ca DU;1;1.25;3.75
12.11.2021;17:48:31;M Portes-Rouges;255;48;Coupon Bonus 2x;1;0;0
12.11.2021;17:48:31;M Portes-Rouges;255;48;CUM10x Pts Choux-fleurs;1;0;0
11.11.2021;17:28:21;M Portes-Rouges;256;129;Cabas reutilisable;1;0.00;2.00
11.11.2021;17:28:21;M Portes-Rouges;256;129;Milette large 6;1;0.00;7.20
11.11.2021;17:28:21;M Portes-Rouges;256;129;M-Class morilles séch.;1;0.00;10.50
11.11.2021;17:28:21;M Portes-Rouges;256;129;Gran Pandorino 80g;2;0.00;4.60
11.11.2021;17:28:21;M Portes-Rouges;256;129;Valflora M-Drink UHT;2;0.00;2.70
11.11.2021;17:28:21;M Portes-Rouges;256;129;Entrecôte cheval;0.210;0.00;10.40
11.11.2021;17:28:21;M Portes-Rouges;256;129;Valflora demi-crème;1;0.00;1.30
11.11.2021;17:28:21;M Portes-Rouges;256;129;Entrecôte cheval;0.204;0.00;10.10
11.11.2021;17:28:21;M Portes-Rouges;256;129;Café de Paris Beurre;1;0.00;2.85
11.11.2021;17:28:21;M Portes-Rouges;256;129;MBud Gnocchi;1;0.00;2.10
05.11.2021;11:36:51;M Portes-Rouges;254;17;Cabas reutilisable;1;0.00;2.00
05.11.2021;11:36:51;M Portes-Rouges;254;17;Hot Panini Ham Cheese;1;1.38;5.52
05.11.2021;11:36:51;M Portes-Rouges;254;17;Red Bull winter edit.;1;0.00;1.70
05.11.2021;11:36:51;M Portes-Rouges;254;17;Feuille chêne verte;1;0.00;1.65
05.11.2021;11:36:51;M Portes-Rouges;254;17;Feuille chêne rouge;1;0.00;1.65
05.11.2021;11:36:51;M Portes-Rouges;254;17;MClass Yogourt Nature;2;0.00;0.90
05.11.2021;11:36:51;M Portes-Rouges;254;17;MClass Yogourt Fraise;2;0.00;1.10
05.11.2021;11:36:51;M Portes-Rouges;254;17;MClass Séré demi-gras;1;0.00;1.45
05.11.2021;11:36:51;M Portes-Rouges;254;17;Le Marechal;0.275;1.24;4.95
05.11.2021;11:36:51;M Portes-Rouges;254;17;MClass riz jasmin 1kg;1;0.00;2.30
05.11.2021;11:36:51;M Portes-Rouges;254;17;MBud espresso grains;2;0.00;9.00
05.11.2021;11:36:51;M Portes-Rouges;254;17;Steak cheval;0.142;0.00;4.25
05.11.2021;11:36:51;M Portes-Rouges;254;17;Escalope de porc;0.220;0.00;5.50
05.11.2021;11:36:51;M Portes-Rouges;254;17;Escalope dinde;0.438;0.00;7.00
05.11.2021;11:36:51;M Portes-Rouges;254;17;MBud Tranche de poulet;0.595;0.00;8.15
05.11.2021;11:36:51;M Portes-Rouges;254;17;MBud MSC bat. surimi;1;0.00;2.15
05.11.2021;11:36:51;M Portes-Rouges;254;17;Ovomaltine 400g;1;0.00;6.90
05.11.2021;11:36:51;M Portes-Rouges;254;17;Max os à mâcher 2pce;5;5.70;13.30
05.11.2021;11:36:51;M Portes-Rouges;254;17;CUMULUS BON 5.-;0;0;-5.00
05.11.2021;11:36:51;M Portes-Rouges;254;17;CUM +3xPts.Tout Ass.;1;0;0
05.11.2021;11:36:51;M Portes-Rouges;254;17;CUM10x Pts Max;1;0;0
30.10.2021;17:34:55;M Portes-Rouges;255;66;Courges Butternut;1.786;1.25;5.00
30.10.2021;17:34:55;M Portes-Rouges;255;66;Poire Bosc;0.903;0.00;2.80
30.10.2021;17:34:55;M Portes-Rouges;255;66;Pommes Boskoop;1.076;0.00;4.25
30.10.2021;17:34:55;M Portes-Rouges;255;66;Gingembre;0.594;0.00;3.15
30.10.2021;17:34:55;M Portes-Rouges;255;66;Concombre;2;0.00;2.20
30.10.2021;17:34:55;M Portes-Rouges;255;66;Feuille chêne rouge;1;0.00;1.75
30.10.2021;17:34:55;M Portes-Rouges;255;66;Batavia verte;1;0.00;1.75
30.10.2021;17:34:55;M Portes-Rouges;255;66;Brocoli;0.896;0.00;4.30
30.10.2021;17:34:55;M Portes-Rouges;255;66;Haricots;1;0.00;2.90
30.10.2021;17:34:55;M Portes-Rouges;255;66;MBud Carottes;1;0.00;3.30
30.10.2021;17:34:55;M Portes-Rouges;255;66;MClass Yogourt Nature;4;0.00;1.80
30.10.2021;17:34:55;M Portes-Rouges;255;66;M-Drink UHT Brik 12x1l;1;0.00;11.30
30.10.2021;17:34:55;M Portes-Rouges;255;66;Coupon Bonus 2x;1;0;0
26.10.2021;16:39:24;M Les Cadolles;252;75;Cabas;1;0.00;0.30
26.10.2021;16:39:24;M Les Cadolles;252;75;Test de grossesse;2;0.00;17.90
26.10.2021;16:39:24;M Les Cadolles;252;75;Valflora M-Drink UHT;1;0.00;1.35
26.10.2021;16:39:24;M Les Cadolles;252;75;Maxi fromage râpé;2;0.00;7.10
26.10.2021;16:39:24;M Les Cadolles;252;75;MClass saucisse vienne;1;0.00;7.95
26.10.2021;16:39:24;M Les Cadolles;252;75;MBud zwieback;1;0.00;1.45
23.10.2021;17:50:41;MMM Marin Centre;007;129;Saucisse grise;0.246;0.00;2.95
23.10.2021;17:50:41;MMM Marin Centre;007;129;Fuji Instax mini Rainb;1;0.00;14.95
23.10.2021;17:50:41;MMM Marin Centre;007;129;Boudin;0.335;0.00;3.35
23.10.2021;17:50:41;MMM Marin Centre;007;129;7-HP Zink Photo Paper;1;0.00;34.90
23.10.2021;17:50:41;MMM Marin Centre;007;129;MBud Jambon;3;0.00;10.95
23.10.2021;17:50:41;MMM Marin Centre;007;129;MClass Viande hachée;0.500;3.75;5.25
23.10.2021;17:50:41;MMM Marin Centre;007;129;MClass Viande hachée;0.500;3.75;5.25
23.10.2021;17:50:41;MMM Marin Centre;007;129;Fuji Instax mini Rainb;1;0.00;14.95
23.10.2021;17:50:41;MMM Marin Centre;007;129;Batavia verte;1;0.00;1.75
23.10.2021;17:50:41;MMM Marin Centre;007;129;Carottes;1;0.00;1.90
23.10.2021;17:50:41;MMM Marin Centre;007;129;MClass Séré demi-gras;1;0.00;1.45
